reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,_merge_source_path,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
MDR_00247,disease_to_microbe,肛周脓肿（Anorectal Abscess）,Porphyromonadaceae 科,紫单胞菌科,porphyromonadaceae科,Porphyromonadaceae,family,↑丰度增加,increase,促进,unknown,increase,inhibit,medium,疾病相关的炎症环境促进该科细菌生长，与炎症通路激活相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00248,disease_to_microbe,肛周脓肿（Anorectal Abscess）,Faecalibacterium,粪杆菌属,faecalibacterium,Faecalibacterium,genus,↑丰度增加,increase,促进,unknown,increase,inhibit,medium,肛周脓肿中该菌增加（与IBD中减少相反），提示疾病特异性菌群特征,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00249,disease_to_microbe,肛瘘（Anal Fistula）,Actinomyces,放线菌属,actinomyces,Actinomyces,genus,↑丰度增加,increase,促进,unknown,increase,inhibit,medium,瘘管形成的炎症微环境促进该菌增殖，MR分析证实为肛瘘危险因素 /,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00250,disease_to_microbe,肛瘘（Anal Fistula）,Porphyromonadaceae 科,紫单胞菌科,porphyromonadaceae科,Porphyromonadaceae,family,↑丰度增加,increase,促进,unknown,increase,inhibit,medium,疾病相关炎症环境促进该科细菌生长，与炎症通路激活相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00251,disease_to_microbe,肛瘘（Anal Fistula）,Eubacterium ruminantium 群,反刍真杆菌群,eubacteriumruminantium群,Eubacterium,species,↑丰度增加,increase,促进,unknown,increase,inhibit,medium,MR分析显示使肛瘘风险增加17%（OR=1.17，P=0.013）,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00252,disease_to_microbe,肛瘘（Anal Fistula）,肠道来源细菌（菌群易位）,—,肠道来源细菌菌群易位,肠道来源细菌（菌群易位）,genus,↑瘘管中富集,increase,促进,unknown,increase,inhibit,medium,疾病状态下肠道屏障受损，肠道细菌易位至瘘管组织，参与发病和持续存在,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00253,disease_to_microbe,肛瘘（Anal Fistula）,皮肤源性菌群（含Staphylococcus）,葡萄球菌属,皮肤源性菌群含staphylococcus,皮肤源性菌群（含Staphylococcus）,genus,↑瘘管中富集,increase,促进,unknown,increase,inhibit,medium,肛瘘形成后瘘管与皮肤相通，皮肤菌群逆行定植，首次证明皮肤菌群参与肛瘘发生,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00254,disease_to_microbe,腹泻（Diarrhea）,Escherichia/Shigella group,大肠杆菌/志贺菌群,escherichiashigellagroup,Escherichia,species,↑ 丰度显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,兼性厌氧菌，在中重度腹泻患儿肠道中富集，与腹泻发生密切相关 腹泻状态下，肠道微生态发生显著失调，主要表现为兼性厌氧菌（致病菌）增加和专性厌氧菌（有益菌）减少。,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00255,disease_to_microbe,腹泻（Diarrhea）,Streptococcus mitis/pneumoniae group,缓症链球菌/肺炎链球菌群,streptococcusmitispneumoniaegroup,Streptococcus,species,↑ 丰度显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,兼性厌氧菌，在腹泻患儿肠道中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00256,disease_to_microbe,腹泻（Diarrhea）,Blautia spp.,布劳特氏菌属,blautiaspp,Blautia,genus,↓ 丰度显著降低,decrease,抑制（减少）,unknown,decrease,promote,medium,专性厌氧菌，产丁酸，具有抗炎作用,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00257,disease_to_microbe,腹泻（Diarrhea）,Prevotella spp.,普雷沃氏菌属,prevotellaspp,Prevotella,genus,↓ 丰度显著降低,decrease,抑制（减少）,unknown,decrease,promote,medium,专性厌氧菌，维持肠道稳态,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00258,disease_to_microbe,腹泻（Diarrhea）,Faecalibacterium spp.,粪杆菌属（含普拉梭菌）,faecalibacteriumspp,Faecalibacterium,genus,↓ 丰度显著降低,decrease,抑制（减少）,unknown,decrease,promote,medium,专性厌氧菌，产丁酸核心菌群，抗炎作用,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00259,disease_to_microbe,腹泻（Diarrhea）,Lachnospiraceae family,毛螺菌科,lachnospiraceaefamily,Lachnospiraceae,family,↓ 丰度显著降低,decrease,抑制（减少）,unknown,decrease,promote,medium,专性厌氧菌，产短链脂肪酸，维持肠道稳态,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00260,disease_to_microbe,腹泻（Diarrhea）,Ruminococcaceae family,瘤胃球菌科,ruminococcaceaefamily,Ruminococcaceae,family,↓ 丰度显著降低,decrease,抑制（减少）,unknown,decrease,promote,medium,专性厌氧菌，产短链脂肪酸,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00261,disease_to_microbe,腹泻（Diarrhea）,Bacteroides spp.,拟杆菌属,bacteroidesspp,Bacteroides,genus,↓ 丰度显著降低,decrease,抑制（减少）,unknown,decrease,promote,medium,共生优势菌减少是断奶后腹泻的生物标志物,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00262,disease_to_microbe,炎症性肠病（IBD）,Enterobacteriaceae family,肠杆菌科,enterobacteriaceaefamily,Enterobacteriaceae,family,↑ 显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,兼性厌氧菌在炎症肠道中扩张，是菌群失调的核心标志 肠道炎症状态下，厌氧微环境被破坏，导致有益专性厌氧菌减少，兼性厌氧致病菌扩张。,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00263,disease_to_microbe,炎症性肠病（IBD）,Enterococcus faecalis,粪肠球菌,enterococcusfaecalis,Enterococcus,species,↑ 显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,机会致病菌，在DSS结肠炎小鼠模型中丰度增加,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00264,disease_to_microbe,炎症性肠病（IBD）,Bacteroides acidifaciens,产酸拟杆菌,bacteroidesacidifaciens,Bacteroides,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,产短链脂肪酸，在DSS结肠炎中被抑制，补充E. limosum可恢复其丰度,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00265,disease_to_microbe,炎症性肠病（IBD）,Bacteroides thetaiotaomicron,多形拟杆菌,bacteroidesthetaiotaomicron,Bacteroides,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,优势共生菌，在炎症状态下减少，具有抑制病原体的能力,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00266,disease_to_microbe,炎症性肠病（IBD）,Phocaeicola vulgatus,普通拟杆菌,phocaeicolavulgatus,Phocaeicola,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,原称Bacteroides vulgatus，产短链脂肪酸，在结肠炎中减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00267,disease_to_microbe,炎症性肠病（IBD）,Mucispirillum schaedleri,谢德氏黏液螺菌,mucispirillumschaedleri,Mucispirillum,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,黏液相关菌，在结肠炎中减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00268,disease_to_microbe,炎症性肠病（IBD）,Clostridium bolteae,博尔特梭菌,clostridiumbolteae,Clostridium,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,毛螺菌科成员，绝对厌氧菌，在肠道炎症时丰度降低,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00269,disease_to_microbe,炎症性肠病（IBD）,Lachnospiraceae family,毛螺菌科,lachnospiraceaefamily,Lachnospiraceae,family,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,绝对厌氧菌，产短链脂肪酸，在炎症状态下被抑制,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00270,disease_to_microbe,炎症性肠病（IBD）,Lactobacillaceae family,乳杆菌科,lactobacillaceaefamily,Lactobacillaceae,family,↑ 异常增加（后恢复）,increase,抑制（减少）,unknown,increase,inhibit,medium,在CAC小鼠中异常增加，W. cibaria干预后可恢复,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00271,disease_to_microbe,结直肠癌（CRC）,Bacteroides fragilis（ETBF）,脆弱拟杆菌（产肠毒素株）,bacteroidesfragilisetbf,Bacteroides,species,↑ 显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,产肠毒素，促进肿瘤发生,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00272,disease_to_microbe,结直肠癌（CRC）,Escherichia coli（pks+）,产colibactin大肠杆菌,escherichiacolipks,Escherichia,species,↑ 显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,携带pks基因岛，产生colibactin致DNA损伤,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00273,disease_to_microbe,结直肠癌（CRC）,Porphyromonas gingivalis,牙龈卟啉单胞菌,porphyromonasgingivalis,Porphyromonas,species,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,口腔来源致病菌，与CRC相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00274,disease_to_microbe,结直肠癌（CRC）,Muribaculaceae sp.,穆里巴库拉科菌,muribaculaceaesp,Muribaculaceae,family,↑ 增加（后抑制）,increase,促进（增加）,unknown,increase,inhibit,medium,B. plebeius干预后可抑制该菌的促癌作用,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00275,disease_to_microbe,结直肠癌（CRC）,Closteridale sp.,梭菌目某些菌种,closteridalesp,Closteridale,genus,↑ 增加（后抑制）,increase,促进（增加）,unknown,increase,inhibit,medium,B. plebeius干预后可抑制,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00276,disease_to_microbe,结直肠癌（CRC）,Bilophila sp.,嗜胆菌属,bilophilasp,Bilophila,genus,↑ 增加（后抑制）,increase,促进（增加）,unknown,increase,inhibit,medium,B. plebeius干预后可抑制,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00277,disease_to_microbe,结直肠癌（CRC）,Bacteroides spp.（促炎株）,拟杆菌属某些菌种,bacteroidesspp促炎株,Bacteroides,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,促炎性菌株，在CRC小鼠模型中增加，L. fermentum可抑制,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00278,disease_to_microbe,结直肠癌（CRC）,Clostridium butyricum,丁酸梭菌,clostridiumbutyricum,Clostridium,species,↓ 显著减少,decrease,抑制（减少）,unknown,decrease,promote,medium,产丁酸益生菌，在CRC患者中显著耗竭,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00279,disease_to_microbe,结直肠癌（CRC）,Blautia coccoides,球形布劳特氏菌,blautiacoccoides,Blautia,species,↓ 减少（后增加）,increase,抑制（减少）,unknown,increase,inhibit,medium,产丁酸有益菌，B. plebeius干预后可增加其丰度,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00280,disease_to_microbe,结直肠癌（CRC）,Akkermansia sp.,阿克曼菌属,akkermansiasp,Akkermansia,genus,↓ 减少（后抑制）,decrease,抑制（减少）,unknown,decrease,promote,medium,B. plebeius干预后进一步抑制（部分研究显示双向作用）,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00281,disease_to_microbe,结直肠癌（CRC）,Dubosiella sp.,杜博氏菌属,dubosiellasp,Dubosiella,genus,↓ 减少（后抑制）,decrease,抑制（减少）,unknown,decrease,promote,medium,B. plebeius干预后进一步抑制,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00282,disease_to_microbe,结直肠癌（CRC）,Lachnospiraceae NK4A136 group,毛螺菌科NK4A136群,lachnospiraceaenk4a136group,Lachnospiraceae,family,↓ 减少（后增加）,increase,抑制（减少）,unknown,increase,inhibit,medium,产短链脂肪酸菌，L. fermentum干预后可增加其丰度,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00283,disease_to_microbe,肠易激综合征（IBS）,Lactobacillus spp.,乳杆菌属,lactobacillusspp,Lactobacillus,genus,↓ 丰度降低,decrease,抑制（减少）,unknown,decrease,promote,medium,合生制剂干预后该菌丰度恢复 IBS状态下，菌群多样性降低，特定有益菌减少，致病菌/机会菌增加。,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00284,disease_to_microbe,肠易激综合征（IBS）,Akkermansia spp.,阿克曼菌属,akkermansiaspp,Akkermansia,genus,↓ 丰度降低,decrease,抑制（减少）,unknown,decrease,promote,medium,合生制剂干预后该菌丰度恢复,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00285,disease_to_microbe,肠易激综合征（IBS）,Helicobacter spp.,螺杆菌属,helicobacterspp,Helicobacter,genus,↑ 丰度增加,increase,促进（增加）,unknown,increase,inhibit,medium,机会致病菌，在IBS模型中增加，合生制剂干预后减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00286,disease_to_microbe,肠易激综合征（IBS）,Saccharibacteria (TM7),糖细菌门,saccharibacteriatm7,Saccharibacteria,species,↑ 丰度增加,increase,促进（增加）,unknown,increase,inhibit,medium,机会菌，在IBS模型中增加，合生制剂干预后减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00287,disease_to_microbe,类风湿关节炎（RA）,Collinsella spp.,柯林斯菌属,collinsellaspp,Collinsella,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,与RA发病相关，可诱导炎症反应,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00288,disease_to_microbe,类风湿关节炎（RA）,Klebsiella spp.,克雷伯菌属,klebsiellaspp,Klebsiella,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,机会致病菌，RA患者肠道中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00289,disease_to_microbe,类风湿关节炎（RA）,Escherichia spp.,埃希菌属,escherichiaspp,Escherichia,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,肠杆菌科成员，RA患者中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00290,disease_to_microbe,类风湿关节炎（RA）,Eggerthellales 目,埃格特菌目,eggerthellales目,Eggerthellales,order,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,RA患者肠道中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00291,disease_to_microbe,类风湿关节炎（RA）,Faecalibacterium prausnitzii,普拉梭菌,faecalibacteriumprausnitzii,Faecalibacterium,species,↓ 显著减少,decrease,抑制（减少）,unknown,decrease,promote,medium,产丁酸核心菌，具有抗炎作用；在RA患者中持续耗竭,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00292,disease_to_microbe,类风湿关节炎（RA）,Fusicatenibacter spp.,纺锤链杆菌属,fusicatenibacterspp,Fusicatenibacter,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,RA患者中丰度降低,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00293,disease_to_microbe,类风湿关节炎（RA）,Megamonas spp.,巨单胞菌属,megamonasspp,Megamonas,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,RA患者中丰度降低,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00294,disease_to_microbe,类风湿关节炎（RA）,Clostridium cluster XIV,XIV族梭菌,clostridiumclusterxiv,Clostridium,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,产丁酸菌群，RA患者中丰度降低,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00295,disease_to_microbe,系统性红斑狼疮（SLE）,Streptococcus spp.,链球菌属,streptococcusspp,Streptococcus,genus,↑ 显著增加,increase,促进（增加）,unknown,increase,inhibit,medium,SLE患者中富集，狼疮肾炎患者中极度富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
